Site,IRIS,CMDB
GTGUA,ASSA ABLOY Guatemala S.A.,Guatemala city (Euro Plaza Business Center),Granath, Johan,
INJAM,Shree Mahavir Metalcraft,Gujarat (Road No 6, Phase 3),Granath, Johan,
KRGUN,iRevo-ASSA ABLOY Korea domestic,Gunpo-si (Gongdan-ro),Granath, Johan,
INGRN,ASSA ABLOY AB,Gurgaon, Haryana (Anath Rd),Tyagi, Robin,
INDEA,Hospitality India,Gurgaon, Haryana (DLF Cyber Terraces),Granath, Johan,
INDEL,ASSA ABLOY Asia Pacific Ltd,Gurgaon, Haryana (DLF Cyber Terraces),Granath, Johan,
KRBUC,PDS Korea,Gyeonggi-do (Bucheon),Granath, Johan,
KRHWA,iRevo-ASSA ABLOY Korea export,Gyeonggi-do (Hwaseong-si),Granath, Johan,
SEGAV,CERTEGO Sweden,Gävle (Apelgatan),Granath, Johan,
SEGBG,ASSA ABLOY Opening Solutions Sweden Sales,Göteborg (Arendals Allé),Rehn, Mikael,
SEGOT,ASSA ABLOY Opening Solutions Sweden Sales,Göteborg (Hamneviksvägen 100),Rehn, Mikael,
USLOD,Mul-T-Lock U.S.A.,Hackensack, NJ (Commerce Way),Granath, Johan,
USNJW,Valli and Valli USA,Hackensack, NJ (Commerce Way),Re, Roberto Carlo,
DEHAL,Doors and Parts Germany,Hallbergmoos (Am Söldnermoos),Granath, Johan,
SEHAL,Phoniro AB,Halmstad (Rörkullsv),Granath, Johan,
USFOW,SDA Sales US,Haltom City, TX (Airport Fwy),Granath, Johan,
NOHAM,Certego Norway,Hamar (Midtstranda),Granath, Johan,
DEHAM,PGA Prod Peiser,Hamburg (Brandstücken),Granath, Johan,
DEHBG,KESO Germany,Hamburg (Niederlassung),Granath, Johan,
USHAM,PDS Sales US,Hamilton, NJ (Horizon Center),Granath, Johan,
ZWHAR,ASSA ABLOY ZIMBABWE (PRIVATE) LIMITED,Harare (Conald Rd),Granath, Johan,
CNHAE,Harbin Xinmao Fire door Manufacturing Co., Ltd.,Harbin,Granath, Johan,
USHRR,KEYper Systems US,Harrisburg, NC (Harrisburg Industrial Park),Granath, Johan,
NOHAR,Certego Norway,Harstad (?smyrveien 3),Granath, Johan,
NOHAU,Certego Norway,Haugesund (Karmsundgata),Granath, Johan,
UKHVH,HID Corporation GB IAM SI,Haverhill,Granath, Johan,
NLHEE,BSI Netherlands Heerhugowaard,Heerhugowaard (Kelvinstraat),Granath, Johan,
FIHEE,Hospitality Norway,Helsinki (Käenkuja),Granath, Johan,
FIHEL,Certego Finland,Helsinki (Mikonkatu),Granath, Johan,
UKHEM,record Blantyre UK (RUK),Hemel Hempstead (Maxted Park),Granath, Johan,
AUHEN,BSI Monsoon Industries AU,Hendon, SA (25 Circuit Court),Granath, Johan,
BEHER,Traka Belux,Herentals (Traka Belux),Basit, Abdul,
DKVLV,Certego Denmark,Herlev (Marielundvej 48),Andersen, Adam,
USHIC,BSI DB NA CNC North Carolina,Hickory, NC (21st St),Granath, Johan,
VNHOI,Hospitality Vietnam,Ho Chi Minh City (31 Ta Hien Street),Zou, Kimi,
VNHOC,ASSA ABLOY Vietnam Company,Ho Chi Minh City (Mac Dinh Chi St),Granath, Johan,
VNHCM,BSI KAD Vietnam,Ho Chi Minh City (Road #11),Granath, Johan,
DKHOB,BSI Denmark,Hobro (Lupinvej),Granath, Johan,
HKIDC,ASSA ABLOY AB,Hong Kong (399 Chai Wan Rd),Lu(IT), Kevin,
HKUNI,Op Arjo Systems Ltd,Hong Kong (Cyberport Rd),Humeur, Michel,
HKKWU,Hospitality Hong Kong,Hong Kong (Hung To Rd, Kwun Tong),Granath, Johan,
CNHKG,Corporate HIDG Hong Kong,Hong Kong (King's Rd),Granath, Johan,
HKVIG,ASSA ABLOY AB,Hong kong (Mega iAdvantage),Granath, Johan,
HKSAT,PDS Hong Kong,Hong Kong (Yuen Shun Circuit, Sha Tin),Granath, Johan,
USHUT,SDA Sales US,Houston, TX (Brittmoore Park Dr),Granath, Johan,
USHOA,AA Service Centers,Houston, TX (Fairbanks N Houston Rd),Granath, Johan,
USHTG,Dominion Service Centers,Houston, TX (Greens Parkway),Granath, Johan,
USHOE,PDS Sales US,Houston, TX (Jameel Rd),Granath, Johan,
BEHOU,PDS Belgium,Houthalen,Granath, Johan,
TWTOW,Corporate HIDG US,Hukou Township (l  No.11 Guangfu Rd),O'Neill, John,
ROHUN,BSI Prod Romania,Hunedoara (Parcul Industrial D.J.),Granath, Johan,
USCTT,BSI DB NA CNC North Carolina,Huntersville (Bryton Corporate Center Drive),Friese, Dale,
DKHVI,record Denmark (BMT),Hvidovre (H?vedstensvej 33),Granath, Johan,
KRHWS,BSI South Korea KAD,Hwaseong-si (Paltan-myeon),Granath, Johan,
SESHL,CERTEGO Sweden,Hägersten (Västberga allé),Granath, Johan,
KRINC,iRevo-ASSA ABLOY Korea domestic,Incheon (Geonji-ro, Seo-gu),Granath, Johan,
USINT,PDS Prod US,Indian Trail (139 Business Park Dr.),Pereira, John,
USIND,SDA Sales US,Indianapolis, IN (Zionsville Rd),Granath, Johan,
ESIRA,Smartair Iberia,Irun, Guipúzcoa (Barrio de Ventas),Granath, Johan,
ESIRV,Tesa Spain Domestic,Irun, Guipúzcoa (Barrio de Ventas),Granath, Johan,
USIRV,Corporate HIDG US,Irvine, CA (Barranca Pkwy),Granath, Johan,
USIRA,Critical Infrastructure US,Irving, TX (Commerce Dr),Granath, Johan,
USIRD,Emtek Products,Irwindale, CA (12801),Granath, Johan,
TRIST,PDS Turkey,Istanbul (Atasehir),Granath, Johan,
TRIOS,Mul-T-Lock Turkey,Istanbul (Ikitelli O.S.B. Ipkas Sanayi Sitesi),Granath, Johan,
TRTUZ,PDS Turkey,Istanbul (Tuzla),Granath, Johan,
USJAC,SDA Sales US,Jacksonville, FL (Bayberry Rd),Granath, Johan,
USJCK,PDS Sales US,Jacksonville, FL (Chedoak Ct),Granath, Johan,
IDJAK,ASSA ABLOY Indonesia,Jakarta (GEDUNG MARGA GUNA GRAND),Granath, Johan,
DEJEN,EAT - CrossMatch Public Germany,Jena (Unstrutweg),Granath, Johan,
KRSIH,ASSA ABLOY Opening Solutions Korea HQ,Jeongwang-dong,Granath, Johan,
CNJIA,Corporate HIDG US,Jiaxing,Granath, Johan,
CNWUY,ASSA ABLOY Jiawei Safety Equipment,Jinhua (Yongkang, Wuyi),Granath, Johan,
FILUK,Abloy Locks,Joensuu (Lukkotie 9),Granath, Johan,
FIRAH,Abloy Locks,Joensuu (Rahtikatu),Granath, Johan,
FIJOE,Abloy Locks,Joensuu (Wahlforssinkatu),Granath, Johan,
ZAGMT,Inhep Electronics Holdings,Johannesburg, Gauteng  (Sunrock Close),Granath, Johan,
ZASAM,Inhep Electronics Holdings,Johannesburg, Gauteng (Landmarks Ave),Dix, Pat,
FIJYV,Certego Finland,Jyväskylä (Seppäläntie),Granath, Johan,
SEJAR,record Sweden (RDS),Järfälla (Datavägen),Granath, Johan,
SEJON,BSI Sweden,Jönköping (Kärrviolsvägen),Granath, Johan,
CAKAM,BSI DB NA Vancouver,Kamloops, BC (Laval Crescent),Granath, Johan,
UGKAM,ASSA ABLOY Uganda,Kampala (Industrial Area),Granath, Johan,
SEKAS,CERTEGO Sweden,Karlstad (Ramgatan),Granath, Johan,
SEKRI,CERTEGO Sweden,Katrineholm (Fredsgatan),Granath, Johan,
CAKEM,FF Canada,Kelowna, BC (Acland Rd),Granath, Johan,
CAKEL,BSI DB NA Vancouver,Kelowna, BC (Kirschner Rd),Granath, Johan,
FIKEM,Certego Finland,Kemi (Nauskankatu 2),Granath, Johan,
USKNS,BSI IB NA Carrollton,Kenosha (13850 101ST Street),Lee, Man,
USKEN,AA Service Centers,Kent, WA (72nd Ave So),Granath, Johan,
USKNT,SDA Sales US,Kent, WA (76th Ave So),Granath, Johan,
USWAS,PDS Sales US,Kent, WA (76th Ave So),Granath, Johan,
USKER,BSI DB NA CNC North Carolina,Kernersville, NC (NC Hwy 66 S),Granath, Johan,
USKRN,SDA Sales US,Kernersville, NC (So Park Dr),Granath, Johan,
USKEW,Pioneer Industries,Kewanee, IL (W First St),Lynch, Justin,
AUCLA,PDS Australia,Keysborough, VIC (Indian Dr),Granath, Johan,
AUADE,PDS Australia,Kilkenny, SA (Torrens Rd),Granath, Johan,
SEKIR,CERTEGO Sweden,Kiruna (Industrivägen),Granath, Johan,
SEFIN,CERTEGO Sweden,Kista (Finlandsgatan),Granath, Johan,
CHKLE,MSL,Kleinlützel (Laufenstr),Granath, Johan,
USKNX,SDA Sales US,Knoxville, TN (Dutch Valley Rd),Granath, Johan,
USKNO,BSI DB NA CNC North Carolina,Knoxville, TN (Middlebrook Pike),Granath, Johan,
NOKON,Certego Norway,Kongsvinger (Kongeveien 86),Granath, Johan,
CZOST,PDS Prod Czech,Kostelec (Ostrov u Stribra 11),Granath, Johan,
CZKOS,BSI Czech,Kostelec (Ostrov u Stribra 63),Granath, Johan,
FIKOU,Certego Finland,Kouvola (Hallituskatu),Granath, Johan,
PLGOC,Shared Tech Poland,Krakow (Equal Business Park),iris, iris,
NOKRI,Certego Norway,Kristiansand (Fisk?veien),Granath, Johan,
SEKST,CERTEGO Sweden,Kristianstad (Isolatorvägen),Granath, Johan,
MYKUP,HID Asia Pacific Ltd IAM PACS,Kuala Lumpur(Unit 8-5, Oval Damansara),Mohd Hair, Fyzri Nurhaqy Bin,
MYPEN,HID Global Sdn Bhd - Cards and Inlay,Kulai (Jalan I-Park 1/1),Granath, Johan,
MYKUL,HID Global Sdn Bhd - Cards and Inlay,Kulai (Jalan l-Park 1/2),Avaiya, Yash,
SECOP,Copiax,Kungens Kurva (Ellipsvägen),Granath, Johan,
FIKUO,Certego Finland,Kuopio (Maaherrankatu),Granath, Johan,
HKKCH,HID Asia Pacific Ltd IAM PACS,Kwai Chung (High Fashion Center),Yip, Henry Wai Ming,
PLKOR,Malkowski Martech Poland,Kórnik(Leœna 57),Fija³kowska, Edyta,
SEKOP,CERTEGO Sweden,Köping (Sveavägen),Granath, Johan,
FRLAC,IDT-HID Textile Services SARL,La Ciotat (180 Voie Ariane),Barford, Zak,
NGLAG,ASSA ABLOY Nigeria,Lagos (Akanni Doherty St),Granath, Johan,
PKLAH,ASSA ABLOY Pakistan ME,Lahore (DHA phase 6),Johnrose, Shibu,
FILAH,Certego Finland,Lahti (Launeenkatu),Granath, Johan,
AULAN,BSI Monsoon Industries AU,Landsdale (Christable Way),Granath, Johan,
SEHOS,Hospitality Sweden,Landskrona (Lodjursgatan 1),Granath, Johan,
SELAN,ESD Cost Allocation,Landskrona (Lodjursgatan 10),Granath, Johan,
CNLAN,Langfang Pan Pan,LangFang (Chuangye Rd),Granath, Johan,
CZLAN,IDT-Lux IDent Czech,Lanskroun (Tovarni),Barford, Zak,
FILAP,Certego Finland,Lappeenranta (Myllymäenkatu 25),Granath, Johan,
USLVE,PDS Sales US,Las Vegas (2700 E Patrick Ln #17),Pereira, John,
USLAS,PDS Sales US,Las Vegas, NV (E Brooks Ave),Granath, Johan,
USLVG,SDA Sales US,Las Vegas, NV (So Cameron St),Granath, Johan,
USLWR,SDA Sales US,Lawrence, KS (Greenway Cir),Granath, Johan,
USLAW,BSI IB NA HPD Albany US,Lawrenceville, GA (N Brown Rd),Granath, Johan,
USLEB,Sargent Manufacturing,Lebanon (Eastgate Blvd),Granath, Johan,
PTLEC,TESA Portugal,Leca da Palmeira (Rua Hintze Ribeiro),Granath, Johan,
UKLEE,Pickersgill-Kaye,Leeds (Pepper Rd),Granath, Johan,
CNLEL,AA Guoqiang Hardware Tech,Leling (Tingjin Rd),Granath, Johan,
MXLEO,Bruken,Leon, Gto (Blvd Adolfo Lopez Mateos),Granath, Johan,
MXBJX,Corporate HIDG US,Leon, GTO (Col. Jardines del Morel),Granath, Johan,
FRLEP,record Portes Automatiques France (RPA),Les Pennes Mirabeau (avenue Lamartine - ZAC de l'Agavon),Granath, Johan,
PLLES,Hardware Manufacturing Poland,Leszno (ul Magazynowa),Granath, Johan,
FRLEV,Op Arjo Systems SAS,Levallois-Perret, Paris (rue Jacques Ibert),Granath, Johan,
USLIB,LifeSafety Power,Libertyville, IL (E Park Ave),Granath, Johan,
SELID,Reco Port Sweden,Lidköping (Sockerbruksgatan),Granath, Johan,
BELID,L-Door Residential Belgium,Liedekerke (Affligemsestraat),Granath, Johan,
BELIE,L-Door Residential Belgium,Liedekerke (Denderstraat),Granath, Johan,
FRLIE,BSI France,Lieusaint (avenue Marguerite Perey),Granath, Johan,
FRXXX,PDS France,Lieusaint (avenue Marguerite Perey),Granath, Johan,
NOLIL,Certego Norway,Lillehammer (Korgvegen),Granath, Johan,
PELIM,PUCON,Lima (Av. Roosevelt 6138 Miraflores),Lopez, Jaime,
PELMA,PUCON,Lima (Avenida Mariscal La Mar 550),Chung, Luis,
FRLIM,record Portes Automatiques France (RPA),Limoges (avenue de l'Abattoir),Granath, Johan,
SELKP,CERTEGO Sweden,Linköping (Vigfastgatan),Granath, Johan,
DELIP,BSI Germany Lippstadt,Lippstadt (Am Mondschein),Granath, Johan,
PTAMA,ASSA ABLOY Portugal,Lisboa,Granath, Johan,
PTCHA,PDS Portugal,Lisboa (Areeiro),Granath, Johan,
UKLIS,Powershield Doors,Lisburn (Ferguson Dr),Granath, Johan,
UKLIT,HKC,Littleborough (James Hill St),Granath, Johan,
USLIV,PDS Sales US,Livonia, MI (Schoolcraft Rd),Granath, Johan,
UKVIG,ASSA ABLOY AB,London (Goswell St),Granath, Johan,
CALON,BSI IB NA Dock Products Canada,London, ON (Sovereign Rd),Granath, Johan,
USLOB,Mercury Security Products,Long Beach, CA (Mira Mar Ave),Granath, Johan,
FRLON,ASSA ABLOY Security Solutions France,Longue Jumelles (rue Michel Couet),Granath, Johan,
FRLOR,record Portes Automatiques France (RPA),Lormont, Bordeaux (Rue du Courant),Granath, Johan,
USHAR,Ceco door Products,Los Indios, TX (Harlingen Warehouse),Granath, Johan,
UKLOU,IDT-Technology Solutions (UK) Limited,Loughborough (Suite A),Barford, Zak,
USLOU,PDS Sales US,Louisville, TN (Hillside Drive),Pereira, John,
USLUB,SDA Sales US,Lubbock, TX (Hwy 87),Granath, Johan,
SELUL,CERTEGO Sweden,Lule? (Södra Kungsgatan),Granath, Johan,
SELND,CERTEGO Sweden,Lund (Propellervägen),Granath, Johan,
SELUN,BSI Service Hold Sweden,Lund (Traktorgränden),Granath, Johan,
LULUX,ASSA ABLOY Financial Services AB (publ),Luxembourg,Granath, Johan,
CALAS,Medeco Security Locks,L’Assomption,Hazzard, Henry,
NLMAA,SEHub Production,Maastricht (Horsterweg),Granath, Johan,
AUVG1,ASSA ABLOY AB,Macquarie Park (4 Eden Park DR),Humeur, Michel,
ESMAD,PDS Spain,Madrid (C/Valportillo Segunda, P.I. Alcobendas),Granath, Johan,
DEMAH,record Prod BLASI Germany (BLASI),Mahlberg (Carl-Benz-Str.),Granath, Johan,
SKSHE,Sherlock Slovakia,Malacky (Tovarenska),Granath, Johan,
AUPER,ASSA ABLOY Australia Pty Ltd,Malaga, WA ( Unit 4/ 348 Victoria Rd),Granath, Johan,
SEMLM,CERTEGO Sweden,Malmö (Höjdrodergatan),Granath, Johan,
SEMAL,ASSA ABLOY AB,Malmö (Nordenskiöldsgatan),Rockstedt, Jan,
TRISA,PGA Turkey,Maltese/Istanbul (Altaycesme Mahallesi),Granath, Johan,
USMNS,SDA Sales US,Manassas, VA (Harry J Parrish Blvd),Granath, Johan,
USMAN,PS Ameristar US,Mansfield, MA (Maple St),Granath, Johan,
USMAR,Preferred Technology Systems LLC,Marietta, GA (Trammell St),Granath, Johan,
AUMAR,ASSA ABLOY Australia Pty Ltd,Marleston, SA (South Rd),Granath, Johan,
FRMAR,record Elevators Holding France (PACA),Marseille (93 boulevard Henri BARNIER),Granath, Johan,
USMAS,ASSA ABLOY Door Group,Mason City, IA (12th St NW),Granath, Johan,
MXTAM,BSI DB NA CS Tamu US,Matamoros (Av Pedro Cardenas),Granath, Johan,
USMCA,SDA Sales US,McAllen, TX,Granath, Johan,
USMCK,PS B&B Roadway and Security Solutions US,McKinney(Lake Forest Dr),Morris, Terry,
COMED,Hospitality Colombia,Medellin (Edificio Las Colinas del Poblado),Granath, Johan,
AUBAY,ASSA ABLOY Door Group Australia Pty Limited,Melbourne, VIC (Brunsdon St),Granath, Johan,
AUCRB,ASSA ABLOY Door Group Australia Pty Limited,Melbourne, VIC (Cameron St),Granath, Johan,
AUBEN,ASSA ABLOY Door Group Australia Pty Limited,Melbourne, VIC (Creek St),Granath, Johan,
AUCRA,ASSA ABLOY Door Group Australia Pty Limited,Melbourne, VIC (Gordon St),Granath, Johan,
AUHOP,ASSA ABLOY Door Group Australia Pty Limited,Melbourne, VIC (Kilmarnock Ct),Granath, Johan,
AUCHE,ASSA ABLOY Door Group Australia Pty Limited,Melbourne, VIC (Tulip St),Granath, Johan,
BEMEL,BSI Belgium,Melle (Gontrode Heirweg),Granath, Johan,
USDIS,Pemko Manufacturing,Memphis, TN (Distribution Drive),Granath, Johan,
USMMP,SDA Sales US,Memphis, TN (Shelby Oaks Dr),Granath, Johan,
AUMEN,ASSA ABLOY Australia Pty Ltd,Mentone, VIC,Granath, Johan,
USMEQ,BSI IB NA Carrollton,Mequon, WI (W Eastwood Ct),Granath, Johan,
USMRD,SDA Sales US,Meridian, ID ( S. Teare Ave),Granath, Johan,
USMES,AA Service Centers,Mesquite (1451 IH30 Parkway),Lynch, Justin,
MXMXC,SDA Employees Mexico (ACD),Mexicali (BCN),Granath, Johan,
FIMIK,Certego Finland,Mikkeli (Karikontie),Granath, Johan,
USMIL,ASSA ABLOY Door Group,Milan, TN (Telecom Dr),Granath, Johan,
CAMIS,ASSA ABLOY Door Group, Inc.,Mississauga (8-7045 Tranmere Drive),Granath, Johan,
CAMII,record RAD Canada,Mississauga (Ridgeway Drive),Granath, Johan,
CAMIT,Averics Systems,Mississauga(2345 Argentia Rd),Vienneau, Tony,
CATOR,SDA Sales Canada,Mississauga, ON (Pacific Circle),Granath, Johan,
CAMIE,PDS Canada,Mississauga, ON (Sladeview),Granath, Johan,
CAMIA,BSI IB NA Dock Products Canada,Mississauga, ON (Trinity Dr),Granath, Johan,
NOMJO,NASSAU-Norport Norway,Mj?ndalen (Strandveien),Granath, Johan,
USMOC,SDA Sales US,Mocksville, NC (Enterprise Way),Granath, Johan,
ITQUA,GA Sales Italy,Mogliano Veneto (TV),Granath, Johan,
AUMON,Traka Oceania,Mona Vale (Polo Ave),Granath, Johan,
USMOR,PDS Sales US,Monroe (1310 Airport Road),Granath, Johan,
USMOO,record RAD US,Monroe (Phil Hargett Ct),Granath, Johan,
USMOE,PDS Sales US,Monroe, NC (1900 Airport Rd),Granath, Johan,
USMON,Yale AD Center,Monroe, NC (1902 Airport Rd),Hazzard, Henry,
USMOA,Norton Door Controls,Monroe, NC (Hwy 74 E),Granath, Johan,
USMOW,Norton Door Controls,Monroe, NC (N Secrest Ave),Granath, Johan,
MXNUE,BSI DB NA CS Tamu US,Monterrey (Av Adolfo Lopez Mateos),Granath, Johan,
MXMTY,SDA Sales Mexico (AGD),Monterrey (Jose Lopez Portillo),Granath, Johan,
CHMON,Doors and Parts Switzerland,Montlingen (Gewerbestrasse),Granath, Johan,
CAMON,ABLOY Canada Inc.,Montreal (Trans Canada),Granath, Johan,
FRMON,ASSA ABLOY France SAS,Montrouge (avenue Marx Dormoy),Granath, Johan,
BEMOO,BSI IB EMEA EU,Moorsel (Waverstraat),Granath, Johan,
RUMOS,ASSA ABLOY Russia,Moscow (Obrucheva Street 36),Hemelik, Pavel,
RUMOT,IDS Technodoor Russia,Moscow(Entrance No 15, office 401B),Granath, Johan,
RUMOU,IDS Technodoor Russia,Moscow(Entrance No 15, office 417B),Mogra, Zahir,
SEMOT,CERTEGO Sweden,Motala (Marsgatan),Granath, Johan,
INMUE,ASSA ABLOY India Private Ltd,Mumbai MAHARASHTRA (GOREGAON EAST),Granath, Johan,
USMUN,BSI IB NA HPD Dynaco US,Mundelein, IL (935 Campus Dr),Granath, Johan,
USMND,BSI IB NA HPD Dynaco US,Mundelein, IL (956 Campus Dr),Granath, Johan,
USMUS,BSI IB NA Carrollton,Muskego, WI (Racine Ave),Granath, Johan,
SENYM,CERTEGO Sweden,Märsta (Söderbyvägen),Granath, Johan,
MXMXB,ASSA ABLOY Mexico,México, DF (Pelicano),Wheeler, Pete,
MXMXN,Cerraduras y Candados Phillips SA de CV,México, DF (Pelicano),Granath, Johan,
SEMOL,ASSA ABLOY Opening Solutions Scandinavian Operations,Mölnlycke (?karevägen 1 ),Granath, Johan,
KENAI,ASSA ABLOY Kenya,Nairobi (Dunga Close),Granath, Johan,
CANAN,FF Canada,Nanaimo, BC (Boban Dr),Granath, Johan,
CNNAN,BSI China,Nanjing (ZhongShan E St),Granath, Johan,
USNAP,BSI DB NA Chicago,Naperville, IL (Corporate Ln),Granath, Johan,
FRNAR,record Elevators Holding France (PACA),NARBONNE (1 rue Gustave Eiffel),Granath, Johan,
USNSH,BSI DB NA CNC North Carolina,Nashville, TN (Dickerson Pike),Granath, Johan,
USNAS,SDA Sales US,Nashville, TN (Trousdale Dr),Granath, Johan,
INNAV,IDT - Omni-ID Ltd IN,Navi Mumbai (#1007, Mayur?esh Square),Barford, Zak,
INNAW,Abloy Critical Infrastructure India,Navi Mumbai (Shelton Sapphire Tower),Managave, Sanket,
USNEE,Corporate HIDG US,Needham, MA (Highland Cir),Granath, Johan,
ZANEL,Inhep Electronics Holdings,Nelspruit (22 Rapid St),Granath, Johan,
USNWB,SDA Sales US,New Berlin, WI (S Emmer Dr),Granath, Johan,
USDSS,Building Technology Solutions,New Haven, CT (110 Sargent Dr),Wheeler, Pete,
USNEW,ASSA Inc,New Haven, CT (110 Sargent Dr),Granath, Johan,
IENRO,BSI Ireland,New Ross (Woodbine Business Park),Granath, Johan,
USNYC,Valli and Valli USA,New York, NY (W 21st St),Granath, Johan,
UKNEW,Lorient UK,Newton Abbot (Fairfax Rd),Granath, Johan,
USNWT,Concept Frames,Newton, NC (Industrial Dr),Granath, Johan,
FRNEY,record Holding France (CORD),NEYRON (Portes du grand Lyon),Granath, Johan,
ATNIE,Doors and Parts Austria,Niederwaldkirchen (Drautendorf),Granath, Johan,
BENIU,ASSA ABLOY Belgium Sales,Nieuwpoort (Canadalaan),Granath, Johan,
USNRC,SDA Sales US,Norcross, GA (Corners Ind Ct),Granath, Johan,
USAHG,Sargent Manufacturing,Norcross, GA (Medlock Bridge Road),Granath, Johan,
NOSOL,NASSAU-Norport Norway,Norport (Tjernsliveien),Granath, Johan,
SENOR,Phoniro AB,Norrköping (Hospitalsgatan),Granath, Johan,
SELDS,CERTEGO Sweden,Norrköping (Importgatan),Granath, Johan,
FRNOR,record Portes Automatiques France (RPA),Norroy Le Veneur (rue de la Fontaine Chaudron),Granath, Johan,
USNCH,BSI DB NA SEDD,North Charleston (7611 Sandlapper Parkway),Pereira, John,
FRNOY,record Noyarey France (ISEA),NOYAREY (Avenue de Saint Jean),Granath, Johan,
SEIDB,CERTEGO Sweden,Nyköping (Idbäcksvägen),Granath, Johan,
USOAK,ASSA ABLOY AB,Oak Brook, IL (Commerce Dr),Granath, Johan,
AUOAK,ASSA ABLOY Asia Pacific Ltd,Oakleigh, VIC (Huntingdale Rd),Granath, Johan,
DEOBE,PGA Germany,Oberursel (In den Schwarzwiesen),Granath, Johan,
DKODE,NASSAU Sales Denmark,Odense (M?llekajen),Granath, Johan,
DKOST,Certego Denmark,Odense (St?rmoseg?rdsvej),Granath, Johan,
ITBRE,FF Italy,Offlaga (Via Caduti di Nassirya),Granath, Johan,
UKOLD,BSI Dover UK,Oldham (Coldhurst St),Granath, Johan,
FROLE,record Elevators Holding France (PACA),Olemps (impasse de l'Orée du Bois),Granath, Johan,
ESOLI,FF Spain,Oliva (Valencia),Granath, Johan,
UKOLN,Traka UK,Olney (30 Stilebrook Rd),Granath, Johan,
UKOLS,Traka UK,Olney (Osier Way),Granath, Johan,
USLVS,SDA Sales US,Omaha, NE,Granath, Johan,
USONT,Yale Commercial Legacy,Ontario, CA (Concours St),Granath, Johan,
ITCAR,GA Sales Italy,Origgio (VA),Granath, Johan,
USORD,PDS Sales US,Orlando, FL (Creek RD),Granath, Johan,
USORN,SDA Sales US,Orlando, FL (LB McLeod Rd),Granath, Johan,
USORO,PS Ameristar US,Orlando, FL (Mercy Star Ct),Granath, Johan,
USTRA,Traka USA,Orlando, FL (Traylor Blvd),Basit, Abdul,
JPOSA,ASSA ABLOY Japan,Osaka (Minami Kyuhoujicho),Granath, Johan,
NOOSL,BSI Norway,Oslo (Str?msveien 179),Granath, Johan,
NOOSO,Certego Norway,Oslo (Str?msveien 266),Granath, Johan,
NOMAJ,Certego Norway,Oslo (Vitaminveien),Granath, Johan,
UKOST,BSI IDE UK,Ossett (Wakefield Rd),Granath, Johan,
CZHAS,BSI Czech,Ostrava - Poruba,Granath, Johan,
NOOTT,Certego Norway,Otta (Storgata),Granath, Johan,
BEOUD,L-Door Industrial Belgium,Oudenaarde (Westerring),Granath, Johan,
FIOUL,Abloy Locks,Oulu (Isokatu),Granath, Johan,
FIOUU,Certego Finland,Oulu (Krouvintie),Granath, Johan,
FROUS,Fichet France,Oust Marest,Granath, Johan,
USPAL,EAT - CrossMatch Public US,Palm Beach Gardens, FL (RCA Blvd),Granath, Johan,
PAPAN,Hospitality Panama,Panama (Edificio Brasil 405),Granath, Johan,
MXREY,BSI IB NA Reynosa Mexico,Parque Industrial Reynosa AP.294,Granath, Johan,
PHMAN,ASSA ABLOY Singapore Pte Ltd,Pasig City (ADB Avenue),Granath, Johan,
USPEA,PDS Sales US,Peachtree City, GA (Dividend Dr),Granath, Johan,
USPEH,FF US,Peachtree City, GA (Gardner Park),Granath, Johan,
