"name","u_node_id","ip_address","hardware_status","operational_status"
"CZASSARYC0002R","CZRYC-EMEA-AVPN (CZASSARYC0002R)","32.39.50.198","Installed","Operational"
"DEASSAALB0003R","DEALB-EMEA-AVPN (DEASSAALB0003R)","32.39.146.54","Installed","Operational"
"DEASSABER0005R","DEBLN-EMEA-AVPN (DEASSABER0005R)","32.39.145.106","Installed","Operational"
"DEASSABER0006R","DEBLN-EMEA-AVPN (DEASSABER0006R)","32.39.146.158","Installed","Operational"
"DEASSADIE0002R","DEDIE-AAES-AVPN (DEASSADIE0002R)","32.39.146.6","Installed","Operational"
"DEASSADUS0003R","DEDUS-GSSC-AVPN (DEASSADUS0003R)","32.38.236.46","Installed","Operational"
"DEASSADUS0005R","DEDUS-GSSC-AVPN (DEASSADUS0005R)","32.38.93.122","Installed","Operational"
"DEASSAHAM0002R","DEHBG-EMEA-AVPN (DEASSAHAM0002R)","32.39.123.198","Installed","Operational"
"DEASSALIP0002R","DELIP-AAES-AVPN (DEASSALIP0002R)","32.39.49.250","Installed","Operational"
"DEASSAMAH0001R","DEMAH-AAES-AVPN (DEASSAMAH0001R)","32.39.217.198","Installed","Operational"
"DEASSAMEE0004R","DEMEE-GSSC-AVPN (DEASSAMEE0004R)","32.38.235.250","Installed","Operational"
"DEASSAMEE0005R","DEMEE-GSSC-AVPN (DEASSAMEE0005R)","32.38.237.30","Installed","Operational"
"DEASSARAS0002R","DERAS-HID-AVPN (DEASSARAS0002R)","32.39.54.154","Installed","Operational"
"DEASSAWEN0002R","DEWEN-AAES-AVPN (DEASSAWEN0002R)","32.34.14.94","Installed","Operational"
"DEASSAWUP0001R","DEWUP-AAES-AVPN (DEASSAWUP0001R)","32.39.76.254","Installed","Operational"
"DKASSABAL0001R","DKHEA-EMEA-AVPN (DKASSABAL0001R)","32.39.59.126","Installed","Operational"
"DKASSABAL0002R","DKHEA-EMEA-AVPN (DKASSABAL0002R)","32.39.59.138","Installed","Operational"
"DKASSAHOB0002R","DKHOB-AAES-AVPN (DKASSAHOB0002R)","32.34.15.118","Installed","Operational"
"DKASSAKOL0001R","DKODE-AAES-AVPN (DKASSAKOL0001R)","32.34.188.130","Installed","Operational"
"DKASSARIN0001R","DKRIN-AAES-AVPN (DKASSARIN0001R)","32.34.148.146","Installed","Operational"
"ESASSAESC0002R","ESESC-EMEA-AVPN (ESASSAESC0002R)","32.38.68.246","Installed","Operational"
"ESASSAIRU0005R","ESIRA-EMEA-AVPN (ESASSAIRU0005R)","32.39.50.146","Installed","Operational"
"ESASSAIRU0007R","ESIRV-EMEA-AVPN (ESASSAIRU0007R)","32.39.59.222","Installed","Operational"
"ESASSAMAD0003R","ESMAD-AAES-AVPN (ESASSAMAD0003R)","32.38.90.242","Installed","Operational"
"ESASSASAN0002R","ESSAN-EMEA-AVPN (ESASSASAN0002R)","32.38.183.42","Installed","Operational"
"FIASSAESP0008R","FIPOO-EMEA-AVPN (FIASSAESP0008R)","32.38.157.138","Installed","Operational"
"FIASSAJOE0004R","FIJOE-EMEA-AVPN (FIASSAJOE0004R)","32.39.137.14","Installed","Operational"
"FIASSAJOE0005R","FILUK-EMEA-AVPN (FIASSAJOE0005R)","32.38.174.250","Installed","Operational"
"FIASSATAM0002R","FITAM-EMEA-AVPN (FIASSATAM0002R)","32.39.51.198","Installed","Operational"
"FIASSAVAN0001R","FIESP-AAES-AVPN (FIASSAVAN0001R)","32.38.178.62","Installed","Operational"
"FRASSABLE0001R","FRBLE-AAES-AVPN (FRASSABLE0001R)","32.38.144.46","Installed","Operational"
"FRASSABRU0002R","FRBRU-EMEA-AVPN (FRASSABRU0002R)","32.39.50.210","Installed","Operational"
"FRASSACES0001R","FRCES-AAES-AVPN (FRASSACES0001R)","32.38.144.154","Installed","Operational"
"FRASSACHA0001R","FRCHA-AAES-AVPN (FRASSACHA0001R)","32.35.59.22","Installed","Operational"
"FRASSADUN0001R","FRDUS-AAES-AVPN (FRASSADUN0001R)","32.38.200.70","Installed","Operational"
"FRASSALES0001R","FRLEP-AAES-AVPN (FRASSALES0001R)","32.38.116.186","Installed","Operational"
"FRASSALIE0001R","FRLIE-AAES-AVPN (FRASSALIE0001R)","32.34.60.94","Installed","Operational"
"FRASSALON0002R","FRLON-EMEA-AVPN (FRASSALON0002R)","32.39.50.158","Installed","Operational"
"FRASSAMON0001R","FRMON-EMEA-AVPN (FRASSAMON0001R)","32.35.59.38","Installed","Operational"
"FRASSAOUS0004R","FROUS-EMEA-AVPN (FRASSAOUS0004R)","32.39.138.154","Installed","Operational"
"FRASSAROM0002R","FRROM-EMEA-AVPN (FRASSAROM0002R)","32.39.107.242","Installed","Operational"
"FRASSASAI0001R","FRSAV-EMEA-AVPN (FRASSASAI0001R)","32.38.205.122","Installed","Operational"
"FRASSASAR0001R","FRSAR-AAES-AVPN (FRASSASAR0001R)","32.35.5.206","Installed","Operational"
"FRASSASSQ0006R","FRTRO-EMEA-AVPN (FRASSASSQ0006R)","32.39.143.202","Installed","Operational"
"FRASSASUR0002R","FRSRE-HID-AVPN (FRASSASUR0002R)","32.39.42.230","Installed","Operational"
"FRASSAVIL0001R","FRVIL-EMEA-AVPN (FRASSAVIL0001R)","32.39.154.118","Installed","Operational"
"FRASSAVOG0002R","FRVOG-AAES-AVPN (FRASSAVOG0002R)","32.39.78.106","Installed","Operational"
"GBASSABAS0001R","UKBAS-HID-AVPN (GBASSABAS0001R)","32.39.59.86","Installed","Operational"
"GBASSABLA0001R","UKBLA-AAES-AVPN (GBASSABLA0001R)","32.39.76.190","Installed","Operational"
"GBASSABOW0002R","UKDUR-EMEA-AVPN (GBASSABOW0002R)","32.39.181.186","Installed","Operational"
"GBASSACAR0001R","UKCAR-HID-AVPN (GBASSACAR0001R)","32.38.181.86","Installed","Operational"
"GBASSACHE0002R","UKCHE-EMEA-AVPN (GBASSACHE0002R)","32.39.225.234","Installed","Operational"
"GBASSADEN0003R","UKDEN-EMEA-AVPN (GBASSADEN0003R)","32.39.12.122","Installed","Operational"
"GBASSAERD0002R","UKERD-EMEA-AVPN (GBASSAERD0002R)","32.38.214.6","Installed","Operational"
"GBASSALEE0001R","UKLEE-EMEA-AVPN (GBASSALEE0001R)","32.38.190.178","Installed","Operational"
"GBASSALIS0001R","UKLIS-EMEA-AVPN (GBASSALIS0001R)","32.39.170.14","Installed","Operational"
"GBASSANEW0001R","UKNEW-EMEA-AVPN (GBASSANEW0001R)","32.38.40.74","Installed","Operational"
"GBASSAOLN0005R","UKOLN-HOSP-AVPN (GBASSAOLN0005R)","32.39.24.226","Installed","Operational"
"GBASSASHE0002R","UKSHE-AAES-AVPN (GBASSASHE0002R)","32.38.212.154","Installed","Operational"
"GBASSAWIL0003R","UKWIL-EMEA-AVPN (GBASSAWIL0003R)","32.34.133.6","Installed","Operational"
"GBASSAWOK0006R","UKWOK-EMEA-AVPN (GBASSAWOK0006R)","32.38.40.34","Installed","Operational"
"HKASSAHON0006R","HKKCH-HID-AVPN (HKASSAHON0006R)","32.34.247.39","Installed","Operational"
"HKASSAKOW0003R","CNHKG-HID-AVPN (HKASSAKOW0003R)","32.24.141.190","Installed","Operational"
"HKASSASHA0001R","HKKOW-APAC-AVPN (HKASSASHA0001R)","32.24.120.214","Installed","Operational"
"HUASSADEB0002R","HUDEB-AAES-AVPN (HUASSADEB0002R)","32.38.240.18","Installed","Operational"
"HUASSASZE0001R","HUSZE-EMEA-AVPN (HUASSASZE0001R)","32.39.107.178","Installed","Operational"
"IEASSABAL0001R","IEUBL-EMEA-AVPN (IEASSABAL0001R)","32.39.223.94","Installed","Operational"
"IEASSAGAL0002R","IEGAL-HID-AVPN (IEASSAGAL0002R)","32.39.55.74","Installed","Operational"
"IEASSAGAL0003R","IEGLY-HID-AVPN (IEASSAGAL0003R)","32.39.76.142","Installed","Operational"
"IEASSASHA0001R","IESHA-HID-AVPN (IEASSASHA0001R)","32.38.252.46","Installed","Operational"
"ILASSAYAV0002R","ILYAV-EMEA-AVPN (ILASSAYAV0002R)","32.38.26.246","Installed","Operational"
"INASSABEN0002R","INBAN-AAAB-AVPN (INASSABEN0002R)","32.24.113.138","Installed","Operational"
"INASSABEN0003R","INBAN-AAAB-AVPN (INASSABEN0003R)","32.24.122.234","Installed","Operational"
"INASSABEN0004R","INEMB-HID-AVPN (INASSABEN0004R)","32.24.74.14","Installed","Operational"
"INASSACHE0003R","INCHE-HID-AVPN (INASSACHE0003R)","32.34.229.50","Installed","Operational"
"INASSAGUR0001R","INGRN-AAAB-AVPN (INASSAGUR0001R)","32.24.80.222","Installed","Operational"
"INASSAMUM0002R","INMUE-EMEA-AVPN (INASSAMUM0002R)","32.24.44.6","Installed","Operational"
"INASSAULS0003R","INBLR-HID-AVPN (INASSAULS0003R)","32.24.21.122","Installed","Operational"
"ITASSACAR0001R","ITMIL-AAES-AVPN (ITASSACAR0001R)","32.39.37.78","Installed","Operational"
"ITASSAGAZ0003R","ITBRU-AAES-AVPN (ITASSAGAZ0003R)","32.38.101.182","Installed","Operational"
"ITASSAORI0001R","ITCAR-AAES-AVPN (ITASSAORI0001R)","32.38.232.198","Installed","Operational"
"ITASSASAN0001R","ITSGP-EMEA-AVPN (ITASSASAN0001R)","32.38.228.30","Installed","Operational"
"KRASSADAL0001R","KRDAE-APAC-AVPN (KRASSADAL0001R)","32.24.124.18","Installed","Operational"
"KRASSAGYE0001R","KRSIH-APAC-AVPN (KRASSAGYE0001R)","135.42.61.70","Installed","Operational"
"KRASSASEO0004R","KRSEO-APAC-AVPN (KRASSASEO0004R)","32.24.79.202","Installed","Operational"
"MXASSAMEX0006R","MXMXB-AMER-AVPN (MXASSAMEX0006R)","135.42.123.101","Installed","Operational"
"MXASSATIJ0006R","MXTJN-AMER-AVPN (MXASSATIJ0006R)","32.49.72.55","Installed","Operational"
"MXASSATLA0004R","MXANI-AMER-AVPN (MXASSATLA0004R)","32.49.72.76","Installed","Operational"
"MXASSAVAL0002R","MXMTX-AMER-AVPN (MXASSAVAL0002R)","32.49.72.79","Installed","Operational"
"MXFRNTREN0002R","MXREY-AAES-AVPN (MXASSAREN0001R)","135.42.124.106","Installed","Operational"
"MYASSAJOH0001R","MYKUL-HID-AVPN (MYASSAJOH0001R)","32.24.38.2","Installed","Operational"
"MYASSASEL0001R","MYKUB-APAC-AVPN (MYASSASEL0001R)","32.24.87.182","Installed","Operational"
"NLASSABAR0003R","NLBAR-AAES-AVPN (NLASSABAR0003R)","32.34.160.162","Installed","Operational"
"NLASSAEDE0002R","NLEDE-AAES-AVPN (NLASSAEDE0002R)","32.39.5.34","Installed","Operational"
"NLASSAHEE0001R","NLHEE-AAES-AVPN (NLASSAHEE0001R)","32.34.57.218","Installed","Operational"
"NLASSARAA0006R","NLRDV-EMEA-AVPN (NLASSARAA0006R)","32.38.39.218","Installed","Operational"
"NLASSATER0001R","NLTER-AAES-AVPN (NLASSATER0001R)","32.38.162.218","Installed","Operational"
"NLASSAVEL0002R","NLDER-HID-AVPN (NLASSAVEL0002R)","32.34.3.50","Installed","Operational"
"NOASSAOSL0001R","NOOSL-AAES-AVPN (NOASSAOSL0001R)","32.39.250.190","Installed","Operational"
"NOASSASKI0001R","NOSKI-EMEA-AVPN (NOASSASKI0001R)","32.38.49.154","Installed","Operational"
"NOASSASKI0002R","NOSKI-EMEA-AVPN (NOASSASKI0002R)","32.38.49.206","Installed","Operational"
"NZASSAAUC0001R","NZALB-APAC-AVPN (NZASSAAUC0001R)","32.24.87.114","Installed","Operational"
"NZASSAAUC0002R","NZAND-APAC-AVPN (NZASSAAUC0002R)","32.24.23.214","Installed","Operational"
"NZASSASEA0001R","NZWEA-APAC-AVPN (NZASSASEA0001R)","32.29.171.10","Installed","Operational"
"NZASSATIM0001R","NZTIM-APAC-AVPN (NZASSATIM0001R)","32.29.143.250","Installed","Operational"
"PLASSABIE0001R","PLPLO-EMEA-AVPN (PLASSABIE0001R)","32.34.30.70","Installed","Operational"
"PLASSADOB0003R","PLDOB-EMEA-AVPN (PLASSADOB0003R)","32.39.170.34","Installed","Operational"
"PLASSAGDA0003R","PLGDA-EMEA-AVPN (PLASSAGDA0003R)","32.38.154.102","Installed","Operational"
"PLASSALES0001R","PLLES-EMEA-AVPN (PLASSALES0001R)","32.37.134.15","Installed","Operational"
"PLASSAWAR0003R","PLWAE-AAES-AVPN (PLASSAWAR0003R)","32.39.50.118","Installed","Operational"
"PLASSAWAR0005R","PLWAR-EMEA-AVPN (PLASSAWAR0005R)","32.39.192.86","Installed","Operational"
"PLASSAZAB0002R","PLKRA-AAAB-AVPN (PLASSAZAB0002R)","32.34.17.250","Installed","Operational"
"ROASSABUC0003R","ROBUH-EMEA-AVPN (ROASSABUC0003R)","32.34.140.238","Installed","Operational"
"ROASSAHUN0004R","ROHUN-AAES-AVPN (ROASSAHUN0004R)","32.38.167.114","Installed","Operational"
"SEASSAESK0009R","SEESK-EMEA-AVPN (SEASSAESK0009R)","32.38.45.226","Installed","Operational"
"SEASSAESK0010R","SEESK-EMEA-AVPN (SEASSAESK0010R)","32.38.54.110","Installed","Operational"
"SEASSAGOT0012R","SEGBG-EMEA-AVPN (SEASSAGOT0012R)","32.34.136.166","Installed","Operational"
"SEASSAJAR0002R","SEJAR-AAES-AVPN (SEASSAJAR0002R)","32.39.51.162","Installed","Operational"
"SEASSAJON0002R","SEJON-AAES-AVPN (SEASSAJON0002R)","32.39.41.118","Installed","Operational"
"SEASSAKUN0003R","SECOP-EMEA-AVPN (SEASSAKUN0003R)","32.39.51.114","Installed","Operational"
"SEASSALAN0003R","SELAN-AAES-AVPN (SEASSALAN0003R)","32.39.10.90","Installed","Operational"
"SEASSAMOL0001R","SEMOL-EMEA-AVPN (SEASSAMOL0001R)","32.39.195.9","Installed","Operational"
"SEASSAMOL0002R","SEMOL-EMEA-AVPN (SEASSAMOL0002R)","32.38.66.62","Installed","Operational"
"SEASSASKE0001R","SESKE-AAES-AVPN (SEASSASKE0001R)","32.38.240.22","Installed","Operational"
"SEASSASTO0016R","SESTV-EMEA-AVPN (SEASSASTO0016R)","32.38.4.122","Installed","Operational"
"SEASSASTO0017R","SESTV-EMEA-AVPN (SEASSASTO0017R)","32.38.4.210","Installed","Operational"
"SEASSASTO0018R","SESHQ-AAAB-AVPN (SEASSASTO0018R)","32.39.41.22","Installed","Operational"
"SEASSATRL0005R","SETOH-AAES-AVPN (SEASSATRL0005R)","32.38.147.50","Installed","Operational"
"SEASSAVAS0001R","SEVAS-AAES-AVPN (SEASSAVAS0001R)","32.38.178.90","Installed","Operational"
"SGASSASIN0008R","SGSIE-AAES-AVPN (SGASSASIN0008R)","32.24.90.210","Installed","Operational"
"SGASSASIN0009R","SGSIA-APAC-AVPN (SGASSASIN0009R)","32.24.105.186","Installed","Operational"
"SGASSASIN0010R","SGIDC-GSSC-AVPN (SGASSASIN0010R)","32.24.133.226","Installed","Operational"
"SGASSASIN0011R","SGIDC-GSSC-AVPN (SGASSASIN0011R)","32.24.138.2","Installed","Operational"
"USASSAANACA05R","USDON-AAES-AVPN (USASSAANACA05R)","32.246.137.34","Installed","Operational"
"USASSAAURCO04R","USAUR-AMER-AVPN (USASSAAURCO04R)","32.1.95.98","Installed","Operational"
"USASSAAUSGA09R","USAUA-AMER-AVPN (USASSAAUSGA09R)","32.1.44.32","Installed","Operational"
"USASSAAUSTX01R","USAUS-HID-AVPN (USASSAAUSTX01R)","32.1.104.214","Installed","Operational"
"USASSABERCT05R","USBLN-AMER-AVPN (USASSABERCT05R)","32.245.147.22","Installed","Operational"
"USASSABROTX01R","USBRN-AAES-AVPN (USASSABROTX01R)","32.243.185.102","Installed","Operational"
"USASSACARIL08R","USCAR-AMER-AVPN (USASSACARIL08R)","32.2.204.70","Installed","Operational"
"USASSACARNJ01R","USCRL-AMER-AVPN (USASSACARNJ01R)","32.5.96.62","Installed","Operational"
"USASSACARTX02R","USTCA-AAES-AVPN (USASSACARTX02R)","32.1.32.253","Installed","Operational"
"USASSACERCA03R","USCER-AMER-AVPN (USASSACERCA03R)","32.1.47.37","Installed","Operational"
"USASSACITCA09R","USCTY-AMER-AVPN (USASSACITCA09R)","32.2.243.58","Installed","Operational"
"USASSACOLMD01R","USCOL-AAES-AVPN (USASSACOLMD01R)","32.5.20.74","Installed","Operational"
"USASSAEASPA05R","USEAS-AMER-AVPN (USASSAEASPA05R)","32.1.18.214","Installed","Operational"
"USASSAFRAIL05R","USDC2-GSSC-AVPN (USASSAFRAIL05R)","32.1.103.46","Installed","Operational"
"USASSAFRAIL06R","USDC2-GSSC-AVPN (USASSAFRAIL06R)","32.1.102.150","Installed","Operational"
"USASSAFRAIL07R","USDC1-GSSC-AVPN (USASSAFRAIL07R)","32.1.125.254","Installed","Operational"
"USASSAFRAIL08R","USDC1-GSSC-AVPN (USASSAFRAIL08R)","32.1.124.74","Installed","Operational"
"USASSAGARTX04R","USGAR-AMER-AVPN (USASSAGARTX04R)","32.4.173.166","Installed","Operational"
"USASSAGRESC06R","USGRE-AAES-AVPN (USASSAGRESC06R)","32.0.249.120","Installed","Operational"
"USASSAHACNJ03R","USLOD-AMER-AVPN (USASSAHACNJ03R)","32.243.176.230","Installed","Operational"
"USASSAHAMNJ04R","USHAM-AAES-AVPN (USASSAHAMNJ04R)","32.246.137.86","Installed","Operational"
"USASSAHUNNC01R","USCTT-AAES-AVPN (USASSAHUNNC01R)","32.0.241.24","Installed","Operational"
"USASSAIRVTX06R","USIRA-AMER-AVPN (USASSAIRVTX06R)","32.1.161.54","Installed","Operational"
"USASSAIRWCA02R","USIRD-AMER-AVPN (USASSAIRWCA02R)","32.1.93.154","Installed","Operational"
"USASSAKENWA05R","USKEN-AMER-AVPN (USASSAKENWA05R)","32.5.73.22","Installed","Operational"
"USASSAKENWI01R","USKNS-AAES-AVPN (USASSAKENWI01R)","32.1.10.173","Installed","Operational"
"USASSALAWKS02R","USLWR-AAES-AVPN (USASSALAWKS02R)","32.3.45.14","Installed","Operational"
"USASSAMEMTN03R","USDIS-AMER-AVPN (USASSAMEMTN03R)","32.6.224.134","Installed","Operational"
"USASSAMEQWI01R","USMEQ-AAES-AVPN (USASSAMEQWI01R)","32.2.96.46","Installed","Operational"
"USASSAMESTX01R","USMES-AMER-AVPN (USASSAMESTX01R)","32.1.16.67","Installed","Operational"
"USASSAMILTN07R","USMIL-AMER-AVPN (USASSAMILTN07R)","32.5.110.34","Installed","Operational"
"USASSAMOCNC02R","USMOC-AAES-AVPN (USASSAMOCNC02R)","32.1.63.130","Installed","Operational"
"USASSAMONNC11R","USMON-AMER-AVPN (USASSAMONNC11R)","32.3.88.154","Installed","Operational"
"USASSAMONNC12R","USMOA-AMER-AVPN (USASSAMONNC12R)","32.6.232.190","Installed","Operational"
"USASSAMONNC13R","USMOO-AAES-AVPN (USASSAMONNC13R)","32.243.175.138","Installed","Operational"
"USASSAMUSWI01R","USMUS-AAES-AVPN (USASSAMUSWI01R)","32.1.25.213","Installed","Operational"
"USASSANAPIL02R","USNAP-AAES-AVPN (USASSANAPIL02R)","32.5.36.146","Installed","Operational"
"USASSANEWCT04R","USNEW-AMER-AVPN (USASSANEWCT04R)","32.0.247.209","Installed","Operational"
"USASSANEWNC02R","USNWT-AMER-AVPN (USASSANEWNC02R)","32.5.132.214","Installed","Operational"
"USASSANMASIA01R","USMAS-AMER-AVPN (USASSANMASIA01R)","32.2.63.130","Installed","Operational"
"USASSAONTCA06R","USONT-AMER-AVPN (USASSAONTCA06R)","32.5.116.250","Installed","Operational"
"USASSAORLFL04R","USTRA-HOSP-AVPN (USASSAORLFL04R)","32.243.241.202","Installed","Operational"
"USASSAPEAGA04R","USPEA-AAES-AVPN (USASSAPEAGA04R)","32.3.123.30","Installed","Operational"
"USASSAPEAGA07R","USAHG-AMER-AVPN (USASSAPEAGA07R)","32.5.152.30","Installed","Operational"
"USASSAPHATX03R","USPHA-AAES-AVPN (USASSAPHATX03R)","32.1.52.196","Installed","Operational"
"USASSAPLEIA01R","USPLE-AAES-AVPN (USASSAPLEIA01R)","32.1.41.60","Installed","Operational"
"USASSARENNV04R","USREN-APAC-AVPN (USASSARENNV04R)","32.243.172.130","Installed","Operational"
"USASSARENNV05R","USREO-APAC-AVPN (USASSARENNV05R)","32.0.249.99","Installed","Operational"
"USASSARICTX04R","USRIC-HOSP-AVPN (USASSARICTX04R)","32.1.151.242","Installed","Operational"
"USASSAROCPA05R","USROC-AMER-AVPN (USASSAROCPA05R)","32.5.117.2","Installed","Operational"
"USASSASALVA05R","USSAL-AMER-AVPN (USASSASALVA05R)","32.2.179.102","Installed","Operational"
"USASSASHAKS02R","USSHA-AAES-AVPN (USASSASHAKS02R)","32.246.177.226","Installed","Operational"
"USASSASUSWI01R","USSUS-AAES-AVPN (USASSASUSWI01R)","32.246.192.208","Installed","Operational"
"USASSATULOK04R","USTUL-AAES-AVPN (USASSATULOK04R)","32.1.2.79","Installed","Operational"
"USASSAVENCA03R","USVEN-AMER-AVPN (USASSAVENCA03R)","32.6.224.158","Installed","Operational"
"USASSAWINNC02R","USWST-AAES-AVPN (USASSAWINNC02R)","32.3.146.14","Installed","Operational"
"USHIDGALBNM04R","USALB-HID-AVPN (USASSAALBNM01R)","32.245.26.250","Installed","Operational"
"USHIDGASHVA01R","USEQX-HID-AVPN (USHIDGASHVA01R)","32.1.57.136","Installed","Operational"
"USHIDGEDEMN03R","USMIN-HID-AVPN (USASSAEDEMN02R)","32.6.249.202","Installed","Operational"
"USHIDGFRECA05R","USFRE-HID-AVPN (USASSAFRECA03R)","32.245.81.178","Installed","Operational"
"USHIDGPALFL01R","USPAL-HID-AVPN (USASSAPALFL03R)","32.1.19.165","Installed","Operational"
"usphor-asr1001b","USPHO-AMER-AVPN (usphor-asr1001b)","10.255.80.9","Installed","Operational"
"VNASSAVIN0001R","VNVIN-APAC-AVPN (VNASSAVIN0001R)","32.24.99.46","Installed","Operational"
"ZAASSAROO0002R","ZAJOP-EMEA-AVPN (ZAASSAROO0002R)","32.38.42.186","Installed","Operational"
